RegionName,Date,HomePrice
Lake County,2011-01-31,118069.08950908924
Tehama County,2011-01-31,
San Benito County,2011-01-31,309028.67860700405
Tuolumne County,2011-01-31,
Calaveras County,2011-01-31,191462.27738696945
Siskiyou County,2011-01-31,131961.87869967855
Amador County,2011-01-31,171722.8458763756
Lassen County,2011-01-31,118297.34158559697
Glenn County,2011-01-31,139535.1617239881
Del Norte County,2011-01-31,190141.95197221715
Colusa County,2011-01-31,148918.8465997159
Plumas County,2011-01-31,167151.66127227934
Inyo County,2011-01-31,
Mariposa County,2011-01-31,166617.70291997024
Trinity County,2011-01-31,157111.9802529691
Mono County,2011-01-31,312808.0397682486
Modoc County,2011-01-31,102790.12491845382
Sierra County,2011-01-31,133155.91067230032
Alpine County,2011-01-31,285037.0264941118
Los Angeles County,2011-02-28,370982.6172584544
San Diego County,2011-02-28,355187.7402135481
Orange County,2011-02-28,468210.4887877386
Riverside County,2011-02-28,209934.54914184305
San Bernardino County,2011-02-28,183284.1850188565
Santa Clara County,2011-02-28,547930.8125649786
Alameda County,2011-02-28,428748.88097793487
Sacramento County,2011-02-28,194206.1272330369
Contra Costa County,2011-02-28,313109.872798428
Fresno County,2011-02-28,152684.16392358832
Kern County,2011-02-28,128259.5104422748
San Francisco County,2011-02-28,609924.3530991644
Ventura County,2011-02-28,421441.0725226815
San Joaquin County,2011-02-28,172037.03150223297
San Mateo County,2011-02-28,609395.0716508512
Stanislaus County,2011-02-28,153355.4532151988
Sonoma County,2011-02-28,356083.96638760174
Tulare County,2011-02-28,130676.26099090435
Solano County,2011-02-28,224544.469860756
Santa Barbara County,2011-02-28,361066.5178533103
Monterey County,2011-02-28,304467.6826953461
Placer County,2011-02-28,306693.17949928466
San Luis Obispo County,2011-02-28,343281.48299567704
Merced County,2011-02-28,126388.34804116737
Santa Cruz County,2011-02-28,448488.1265094631
Marin County,2011-02-28,619293.553731365
Butte County,2011-02-28,199179.59430500655
Yolo County,2011-02-28,273656.8016670356
El Dorado County,2011-02-28,318868.05371584406
Shasta County,2011-02-28,173723.5659539776
Imperial County,2011-02-28,126847.95611202336
Madera County,2011-02-28,136984.03193588785
Kings County,2011-02-28,155230.88341718455
Napa County,2011-02-28,373810.3313682859
Humboldt County,2011-02-28,264098.3775683096
Nevada County,2011-02-28,308814.638339696
Sutter County,2011-02-28,158311.04589810313
Mendocino County,2011-02-28,252251.9833062872
Yuba County,2011-02-28,134816.864462251
Lake County,2011-02-28,117353.08405703238
Tehama County,2011-02-28,
San Benito County,2011-02-28,308831.821349398
Tuolumne County,2011-02-28,
Calaveras County,2011-02-28,191014.23767540156
Siskiyou County,2011-02-28,131816.89220403493
Amador County,2011-02-28,170985.49975950722
Lassen County,2011-02-28,117798.56162620032
Glenn County,2011-02-28,139200.35606735363
Del Norte County,2011-02-28,189644.6756452826
Colusa County,2011-02-28,148098.46521135946
Plumas County,2011-02-28,166623.92114852913
Inyo County,2011-02-28,
Mariposa County,2011-02-28,165722.6717745792
Trinity County,2011-02-28,156171.07001173368
Mono County,2011-02-28,313412.0514211797
Modoc County,2011-02-28,103613.61949103966
Sierra County,2011-02-28,132354.369918174
Alpine County,2011-02-28,283439.4346086796
Los Angeles County,2011-03-31,369878.50306369615
San Diego County,2011-03-31,353007.270656124
Orange County,2011-03-31,466397.51360294566
Riverside County,2011-03-31,209221.36334695385
San Bernardino County,2011-03-31,182773.1612398095
Santa Clara County,2011-03-31,545778.7394380429
Alameda County,2011-03-31,425775.3116343816
Sacramento County,2011-03-31,191969.467650588
Contra Costa County,2011-03-31,311127.65844284004
Fresno County,2011-03-31,149752.78787221826
Kern County,2011-03-31,127499.61893101412
San Francisco County,2011-03-31,607062.038663661
Ventura County,2011-03-31,417762.2604386557
San Joaquin County,2011-03-31,170540.86090490827
San Mateo County,2011-03-31,606281.2268225056
Stanislaus County,2011-03-31,153504.86512404136
Sonoma County,2011-03-31,353792.2575962104
Tulare County,2011-03-31,129483.45643550158
Solano County,2011-03-31,222224.75072970605
Santa Barbara County,2011-03-31,357970.77234241395
Monterey County,2011-03-31,301166.67482253327
Placer County,2011-03-31,304422.9619227682
San Luis Obispo County,2011-03-31,340186.51499530533
Merced County,2011-03-31,126577.01538873505
Santa Cruz County,2011-03-31,444833.6191623186
Marin County,2011-03-31,615358.6768782615
Butte County,2011-03-31,198052.52096881575
Yolo County,2011-03-31,271198.2235865967
El Dorado County,2011-03-31,317063.9806518011
Shasta County,2011-03-31,172706.8560654859
Imperial County,2011-03-31,125928.95669121476
Madera County,2011-03-31,136574.6267048494
Kings County,2011-03-31,154119.75435357922
Napa County,2011-03-31,370017.3452244974
Humboldt County,2011-03-31,262055.0722954492
Nevada County,2011-03-31,304672.9685632154
Sutter County,2011-03-31,157579.7910998603
Mendocino County,2011-03-31,252292.95596383623
Yuba County,2011-03-31,134188.03230046967
Lake County,2011-03-31,116560.55951538356
Tehama County,2011-03-31,
San Benito County,2011-03-31,308536.1454338085
Tuolumne County,2011-03-31,
Calaveras County,2011-03-31,189942.2221414029
Siskiyou County,2011-03-31,131489.63600613995
Amador County,2011-03-31,170047.51292443287
Lassen County,2011-03-31,117089.5934652954
Glenn County,2011-03-31,138498.2690784697
Del Norte County,2011-03-31,188695.2488647684
Colusa County,2011-03-31,146940.93273031083
Plumas County,2011-03-31,165793.26242364442
Inyo County,2011-03-31,
Mariposa County,2011-03-31,164317.71752685736
Trinity County,2011-03-31,154877.32083750013
Mono County,2011-03-31,312515.68936997413
Modoc County,2011-03-31,103873.74644141873
Sierra County,2011-03-31,131445.2080368203
Alpine County,2011-03-31,282309.0950201936
Los Angeles County,2011-04-30,368740.0177823333
San Diego County,2011-04-30,351426.6098418045
Orange County,2011-04-30,463460.1374399638
Riverside County,2011-04-30,208444.10036446384
San Bernardino County,2011-04-30,181524.47871719976
Santa Clara County,2011-04-30,542859.9422201953
Alameda County,2011-04-30,421486.96974326455
Sacramento County,2011-04-30,189881.58573250455
Contra Costa County,2011-04-30,311435.7219316222
Fresno County,2011-04-30,147567.88764802486
Kern County,2011-04-30,126228.95829157134
San Francisco County,2011-04-30,604215.3801212716
Ventura County,2011-04-30,415535.4915215294
San Joaquin County,2011-04-30,169748.20674399516
San Mateo County,2011-04-30,607253.9267094227
Stanislaus County,2011-04-30,152834.28854044064
Sonoma County,2011-04-30,351607.2096200977
Tulare County,2011-04-30,128228.48005763162
Solano County,2011-04-30,221176.7939555857
Santa Barbara County,2011-04-30,352196.47242062865
Monterey County,2011-04-30,299782.5263348097
Placer County,2011-04-30,300733.41903007496
San Luis Obispo County,2011-04-30,338865.27558206907
Merced County,2011-04-30,125205.79887389054
Santa Cruz County,2011-04-30,440418.4414895261
Marin County,2011-04-30,605642.3244915047
Butte County,2011-04-30,196679.12711589443
Yolo County,2011-04-30,268746.1704045133
El Dorado County,2011-04-30,314435.3569856496
Shasta County,2011-04-30,171616.44115239402
Imperial County,2011-04-30,125171.67402977556
Madera County,2011-04-30,135902.1944926893
Kings County,2011-04-30,152241.70437530417
Napa County,2011-04-30,368110.701989341
Humboldt County,2011-04-30,260485.208444339
Nevada County,2011-04-30,299589.31702024763
Sutter County,2011-04-30,156732.38002810557
Mendocino County,2011-04-30,251795.4424754505
Yuba County,2011-04-30,133416.66138013822
Lake County,2011-04-30,115742.05886031494
Tehama County,2011-04-30,
San Benito County,2011-04-30,306956.2295648617
Tuolumne County,2011-04-30,
Calaveras County,2011-04-30,188838.60675829876
Siskiyou County,2011-04-30,130937.01163647346
Amador County,2011-04-30,169080.1685143405
Lassen County,2011-04-30,116328.0821629414
Glenn County,2011-04-30,137774.3213352423
Del Norte County,2011-04-30,187518.8498574793
Colusa County,2011-04-30,145773.78020484332
Plumas County,2011-04-30,164585.22209571415
Inyo County,2011-04-30,
Mariposa County,2011-04-30,162823.6934486955
Trinity County,2011-04-30,154465.5241752812
Mono County,2011-04-30,311025.9722800306
Modoc County,2011-04-30,103458.77377462725
Sierra County,2011-04-30,130769.67158114596
Alpine County,2011-04-30,280021.7109864564
Los Angeles County,2011-05-31,365274.2631493141
San Diego County,2011-05-31,349822.8819484276
Orange County,2011-05-31,458381.2029258865
Riverside County,2011-05-31,208103.2494942148
San Bernardino County,2011-05-31,180395.9318182013
Santa Clara County,2011-05-31,538361.7270095042
Alameda County,2011-05-31,416197.3867798743
Sacramento County,2011-05-31,187441.4430447317
Contra Costa County,2011-05-31,311974.79150721914
Fresno County,2011-05-31,145531.5441734062
Kern County,2011-05-31,124535.50407560814
San Francisco County,2011-05-31,599975.9296152671
Ventura County,2011-05-31,412648.18668056646
San Joaquin County,2011-05-31,168565.5905362377
San Mateo County,2011-05-31,608689.5626966873
Stanislaus County,2011-05-31,151021.60055521372
Sonoma County,2011-05-31,348755.7756310786
Tulare County,2011-05-31,126911.20357908332
Solano County,2011-05-31,218990.83804045888
Santa Barbara County,2011-05-31,345542.7102173352
Monterey County,2011-05-31,299252.7818889275
Placer County,2011-05-31,297505.5450836289
San Luis Obispo County,2011-05-31,337858.5676650338
Merced County,2011-05-31,123347.95199016348
Santa Cruz County,2011-05-31,435526.9532960408
Marin County,2011-05-31,594757.2850269575
Butte County,2011-05-31,194287.1779837072
Yolo County,2011-05-31,266100.2819572094
El Dorado County,2011-05-31,310752.55312135536
Shasta County,2011-05-31,170228.63183838295
Imperial County,2011-05-31,124459.04613464276
Madera County,2011-05-31,135123.28228923702
Kings County,2011-05-31,148899.35310979397
Napa County,2011-05-31,366241.66122019984
Humboldt County,2011-05-31,259294.9648042553
Nevada County,2011-05-31,295145.69617787044
Sutter County,2011-05-31,155761.0088906905
Mendocino County,2011-05-31,250944.1996114635
Yuba County,2011-05-31,132688.2780414583
Lake County,2011-05-31,114933.11826557938
Tehama County,2011-05-31,
San Benito County,2011-05-31,304648.4365070096
Tuolumne County,2011-05-31,
Calaveras County,2011-05-31,187548.40743907573
Siskiyou County,2011-05-31,130416.0880292813
Amador County,2011-05-31,168106.19448824774
Lassen County,2011-05-31,115557.71266608014
Glenn County,2011-05-31,137133.77630626422
Del Norte County,2011-05-31,186535.45829183655
Colusa County,2011-05-31,144688.34452008616
Plumas County,2011-05-31,163331.38294210818
Inyo County,2011-05-31,
Mariposa County,2011-05-31,161509.28486431416
Trinity County,2011-05-31,154562.9281674827
Mono County,2011-05-31,309803.6121832281
Modoc County,2011-05-31,103161.14485627512
Sierra County,2011-05-31,130017.641960219
Alpine County,2011-05-31,278257.21882097324
Los Angeles County,2011-06-30,363692.810468378
San Diego County,2011-06-30,348917.6590105872
Orange County,2011-06-30,454852.912374238
Riverside County,2011-06-30,206595.58507130932
San Bernardino County,2011-06-30,179398.1632979418
Santa Clara County,2011-06-30,537878.0512177007
Alameda County,2011-06-30,410194.5463200945
Sacramento County,2011-06-30,184645.6440250272
Contra Costa County,2011-06-30,310989.01459795045
Fresno County,2011-06-30,144042.41559659084
Kern County,2011-06-30,122865.23352085995
San Francisco County,2011-06-30,593696.9605288691
Ventura County,2011-06-30,411426.58115978114
San Joaquin County,2011-06-30,166567.31406702497
San Mateo County,2011-06-30,608540.2248435803
Stanislaus County,2011-06-30,148977.82262212608
Sonoma County,2011-06-30,344325.9589590191
Tulare County,2011-06-30,126213.13347950944
Solano County,2011-06-30,216775.73752747197
Santa Barbara County,2011-06-30,340639.9503133264
Monterey County,2011-06-30,298305.0736655528
Placer County,2011-06-30,294418.1544428134
San Luis Obispo County,2011-06-30,337870.2478216204
Merced County,2011-06-30,121900.49970224088
Santa Cruz County,2011-06-30,431175.66008090094
Marin County,2011-06-30,586785.7598020887
Butte County,2011-06-30,192170.7234136156
Yolo County,2011-06-30,262679.9497750351
El Dorado County,2011-06-30,307416.5791676126
Shasta County,2011-06-30,169240.11248139633
Imperial County,2011-06-30,123967.26741807174
Madera County,2011-06-30,134423.79782098206
Kings County,2011-06-30,144389.85352359983
Napa County,2011-06-30,364200.5770834898
Humboldt County,2011-06-30,257109.6814345928
Nevada County,2011-06-30,291870.29322208284
Sutter County,2011-06-30,154924.65153126608
Mendocino County,2011-06-30,250129.45974864333
Yuba County,2011-06-30,131857.87734419256
Lake County,2011-06-30,114143.50264660676
Tehama County,2011-06-30,
San Benito County,2011-06-30,302150.8754806487
Tuolumne County,2011-06-30,
Calaveras County,2011-06-30,186429.41269064904
Siskiyou County,2011-06-30,129891.19170491246
Amador County,2011-06-30,167150.5579421689
Lassen County,2011-06-30,114920.56141196396
Glenn County,2011-06-30,136749.36396390077
Del Norte County,2011-06-30,185619.56988143263
Colusa County,2011-06-30,143836.68460176245
Plumas County,2011-06-30,162174.0841134193
Inyo County,2011-06-30,
Mariposa County,2011-06-30,160640.57141798807
Trinity County,2011-06-30,154798.2379766826
Mono County,2011-06-30,309029.7907730235
Modoc County,2011-06-30,102958.85293314964
Sierra County,2011-06-30,129226.42497914152
Alpine County,2011-06-30,275990.2431452181
Los Angeles County,2011-07-31,362176.82353642007
San Diego County,2011-07-31,347462.83918714826
Orange County,2011-07-31,453216.1124967465
Riverside County,2011-07-31,205206.02888646428
San Bernardino County,2011-07-31,178669.7097833429
Santa Clara County,2011-07-31,536863.8937699621
Alameda County,2011-07-31,407473.6808973196
Sacramento County,2011-07-31,182305.3462494192
Contra Costa County,2011-07-31,308429.31356033776
Fresno County,2011-07-31,142900.07540210124
Kern County,2011-07-31,121500.493567323
San Francisco County,2011-07-31,590499.9724367893
Ventura County,2011-07-31,410499.9310868799
San Joaquin County,2011-07-31,165099.90791311095
San Mateo County,2011-07-31,605845.3811863634
Stanislaus County,2011-07-31,146553.02953191425
Sonoma County,2011-07-31,340206.5934171491
Tulare County,2011-07-31,125705.04687346308
Solano County,2011-07-31,214619.7524367601
Santa Barbara County,2011-07-31,337370.7532677777
Monterey County,2011-07-31,296670.7578939688
Placer County,2011-07-31,292330.1520179879
San Luis Obispo County,2011-07-31,337152.75653473573
Merced County,2011-07-31,121693.71881485583
Santa Cruz County,2011-07-31,426620.7872003355
Marin County,2011-07-31,581714.9056574907
Butte County,2011-07-31,190066.73158795285
Yolo County,2011-07-31,260268.9625877861
El Dorado County,2011-07-31,303621.2926460333
Shasta County,2011-07-31,167414.72656577584
Imperial County,2011-07-31,123545.18550301624
Madera County,2011-07-31,133862.68304327404
Kings County,2011-07-31,142051.8271855173
Napa County,2011-07-31,361360.4905734373
Humboldt County,2011-07-31,256965.543623253
Nevada County,2011-07-31,289137.49611799786
Sutter County,2011-07-31,154267.85735668728
Mendocino County,2011-07-31,249300.8677860118
Yuba County,2011-07-31,130881.99896358752
Lake County,2011-07-31,113419.49342936916
Tehama County,2011-07-31,
San Benito County,2011-07-31,299900.3180460458
Tuolumne County,2011-07-31,
Calaveras County,2011-07-31,185586.6092723606
Siskiyou County,2011-07-31,129064.36700319772
Amador County,2011-07-31,166206.24815468586
Lassen County,2011-07-31,114396.84802593292
Glenn County,2011-07-31,136477.4705189444
Del Norte County,2011-07-31,184951.0322622257
Colusa County,2011-07-31,143239.2909656048
Plumas County,2011-07-31,161795.24782557445
Inyo County,2011-07-31,
Mariposa County,2011-07-31,159992.72376145856
Trinity County,2011-07-31,154363.5032377681
Mono County,2011-07-31,308467.05720479693
Modoc County,2011-07-31,103295.41481569796
Sierra County,2011-07-31,128438.70780960948
Alpine County,2011-07-31,274521.02840199415
Los Angeles County,2011-08-31,360198.4172924419
San Diego County,2011-08-31,344534.1083149987
Orange County,2011-08-31,451849.6806234249
Riverside County,2011-08-31,204345.08052290516
San Bernardino County,2011-08-31,176912.0351119563
Santa Clara County,2011-08-31,538355.9503499004
Alameda County,2011-08-31,405540.1759629388
Sacramento County,2011-08-31,180947.9224785034
Contra Costa County,2011-08-31,303289.5716064252
Fresno County,2011-08-31,141590.09890313275
Kern County,2011-08-31,120886.90218023345
San Francisco County,2011-08-31,588948.9028770927
Ventura County,2011-08-31,407898.4337273101
San Joaquin County,2011-08-31,163255.7678850935
San Mateo County,2011-08-31,596719.8921327221
Stanislaus County,2011-08-31,144578.674316622
Sonoma County,2011-08-31,335328.611524395
Tulare County,2011-08-31,124854.73488672284
Solano County,2011-08-31,212532.31093398176
Santa Barbara County,2011-08-31,333039.11226564774
Monterey County,2011-08-31,294752.7757249819
Placer County,2011-08-31,290510.08793963183
San Luis Obispo County,2011-08-31,335264.11654501135
Merced County,2011-08-31,121163.8018106698
Santa Cruz County,2011-08-31,424424.8419491343
Marin County,2011-08-31,577891.8201922158
Butte County,2011-08-31,188095.9372742785
Yolo County,2011-08-31,257237.74649781175
El Dorado County,2011-08-31,298932.0439865505
Shasta County,2011-08-31,165395.38058245144
Imperial County,2011-08-31,123458.10929101676
Madera County,2011-08-31,133309.95720209464
Kings County,2011-08-31,142889.87993190318
Napa County,2011-08-31,356077.5628539824
Humboldt County,2011-08-31,255971.4740301215
Nevada County,2011-08-31,285530.7015339693
Sutter County,2011-08-31,153840.87340758214
Mendocino County,2011-08-31,248457.22972743423
Yuba County,2011-08-31,130090.70063656622
Lake County,2011-08-31,112704.47706103262
Tehama County,2011-08-31,
San Benito County,2011-08-31,296820.8748428733
Tuolumne County,2011-08-31,
Calaveras County,2011-08-31,184875.82210629943
Siskiyou County,2011-08-31,128176.64546521996
Amador County,2011-08-31,166335.3317350646
Lassen County,2011-08-31,114933.43209042789
Glenn County,2011-08-31,136347.97176400933
Del Norte County,2011-08-31,183274.46078054915
Colusa County,2011-08-31,142757.09407258124
Plumas County,2011-08-31,163005.0208934284
Inyo County,2011-08-31,
Mariposa County,2011-08-31,160148.9917241965
Trinity County,2011-08-31,153071.73441015475
Mono County,2011-08-31,307739.6220522569
Modoc County,2011-08-31,103632.97755379311
Sierra County,2011-08-31,128109.67672998464
Alpine County,2011-08-31,274923.7877678591
Los Angeles County,2011-09-30,356567.8238806976
San Diego County,2011-09-30,341230.4013961355
Orange County,2011-09-30,448672.6385280853
Riverside County,2011-09-30,203624.49562016875
San Bernardino County,2011-09-30,175399.63934052558
Santa Clara County,2011-09-30,533241.527906515
Alameda County,2011-09-30,405401.0207655752
Sacramento County,2011-09-30,180360.03278705195
Contra Costa County,2011-09-30,297722.0392098096
Fresno County,2011-09-30,140705.56783860532
Kern County,2011-09-30,120508.41082504528
San Francisco County,2011-09-30,588451.4368676861
Ventura County,2011-09-30,404582.6244007375
San Joaquin County,2011-09-30,161952.22188454992
San Mateo County,2011-09-30,588269.184635844
Stanislaus County,2011-09-30,142963.82625378887
Sonoma County,2011-09-30,331288.12454960163
Tulare County,2011-09-30,123593.08369169963
Solano County,2011-09-30,210350.7724827981
Santa Barbara County,2011-09-30,327879.3879381569
Monterey County,2011-09-30,294253.0277658524
Placer County,2011-09-30,289566.85202297295
San Luis Obispo County,2011-09-30,332546.25317024416
Merced County,2011-09-30,120161.30756607155
Santa Cruz County,2011-09-30,423958.1756363313
Marin County,2011-09-30,576832.5126939407
Butte County,2011-09-30,185961.4925278786
Yolo County,2011-09-30,254773.8468248696
El Dorado County,2011-09-30,294593.0763806563
Shasta County,2011-09-30,163018.92759005772
Imperial County,2011-09-30,123375.4149035278
Madera County,2011-09-30,132923.93661646717
Kings County,2011-09-30,144497.03110300514
Napa County,2011-09-30,348413.39418115583
Humboldt County,2011-09-30,254989.20175343635
Nevada County,2011-09-30,281551.8075014412
Sutter County,2011-09-30,153506.77097573286
Mendocino County,2011-09-30,247264.48070242265
Yuba County,2011-09-30,129614.4901199686
Lake County,2011-09-30,112084.61917379312
Tehama County,2011-09-30,
San Benito County,2011-09-30,294323.9007095971
Tuolumne County,2011-09-30,
Calaveras County,2011-09-30,184380.4312657659
Siskiyou County,2011-09-30,127311.16268133752
Amador County,2011-09-30,166948.9539753705
Lassen County,2011-09-30,116067.63878584812
Glenn County,2011-09-30,136379.05368656715
Del Norte County,2011-09-30,181957.74910468413
Colusa County,2011-09-30,142402.79690244416
Plumas County,2011-09-30,165206.08566847537
Inyo County,2011-09-30,
Mariposa County,2011-09-30,160700.08763432858
Trinity County,2011-09-30,152273.7877646317
Mono County,2011-09-30,306992.29404660594
Modoc County,2011-09-30,103355.46813799176
Sierra County,2011-09-30,128371.37740142657
Alpine County,2011-09-30,276387.2699757554
Los Angeles County,2011-10-31,352537.0519458046
San Diego County,2011-10-31,338412.73983444605
Orange County,2011-10-31,445665.1486896096
Riverside County,2011-10-31,202792.01568363892
San Bernardino County,2011-10-31,173951.93542971447
Santa Clara County,2011-10-31,527084.9925071368
Alameda County,2011-10-31,403092.56630168186
Sacramento County,2011-10-31,179132.3452687203
Contra Costa County,2011-10-31,292898.283659622
Fresno County,2011-10-31,139682.1328568968
Kern County,2011-10-31,119922.3414026395
San Francisco County,2011-10-31,586434.1088648435
Ventura County,2011-10-31,400427.3563696244
San Joaquin County,2011-10-31,160044.78893439454
San Mateo County,2011-10-31,582027.7456694158
Stanislaus County,2011-10-31,141766.99181174886
Sonoma County,2011-10-31,327651.49086338334
Tulare County,2011-10-31,122145.4411529643
Solano County,2011-10-31,208128.36225173096
Santa Barbara County,2011-10-31,322107.06983233546
Monterey County,2011-10-31,292407.4214391731
Placer County,2011-10-31,288273.5806653097
San Luis Obispo County,2011-10-31,330358.1581178816
Merced County,2011-10-31,119089.87027659857
Santa Cruz County,2011-10-31,426077.8112141793
Marin County,2011-10-31,575245.50078719
Butte County,2011-10-31,183744.4301959575
Yolo County,2011-10-31,251971.70550031788
El Dorado County,2011-10-31,291387.01751368406
Shasta County,2011-10-31,161845.8699132189
Imperial County,2011-10-31,123145.30501684146
Madera County,2011-10-31,132590.5202327177
Kings County,2011-10-31,145187.2781118632
Napa County,2011-10-31,341167.9407420146
Humboldt County,2011-10-31,252766.2499010692
Nevada County,2011-10-31,277482.0642163426
Sutter County,2011-10-31,153156.73707012387
Mendocino County,2011-10-31,245760.49263087672
Yuba County,2011-10-31,129348.74783488452
Lake County,2011-10-31,112124.49658431856
Tehama County,2011-10-31,
San Benito County,2011-10-31,291494.0941996251
Tuolumne County,2011-10-31,
Calaveras County,2011-10-31,183891.9620725444
Siskiyou County,2011-10-31,126792.97264125229
Amador County,2011-10-31,167713.89987205193
Lassen County,2011-10-31,117392.52158234034
Glenn County,2011-10-31,136232.8142620674
Del Norte County,2011-10-31,180452.347863992
Colusa County,2011-10-31,142162.9630741613
Plumas County,2011-10-31,167314.00013115082
Inyo County,2011-10-31,
Mariposa County,2011-10-31,161520.59751291486
Trinity County,2011-10-31,152039.2465882484
Mono County,2011-10-31,306134.0519080988
Modoc County,2011-10-31,102148.65121166049
Sierra County,2011-10-31,128638.640000237
Alpine County,2011-10-31,278069.5931230573
Los Angeles County,2011-11-30,350888.84452470136
San Diego County,2011-11-30,337122.8095407404
Orange County,2011-11-30,444851.4670586172
Riverside County,2011-11-30,201591.50498636303
San Bernardino County,2011-11-30,174041.72692791183
Santa Clara County,2011-11-30,525970.6277511433
Alameda County,2011-11-30,400740.6080226072
Sacramento County,2011-11-30,177581.43947825863
Contra Costa County,2011-11-30,291626.4557323547
Fresno County,2011-11-30,139265.74216301157
Kern County,2011-11-30,119780.46380180823
San Francisco County,2011-11-30,584362.294712389
Ventura County,2011-11-30,397654.0384002573
San Joaquin County,2011-11-30,158737.09093865822
San Mateo County,2011-11-30,581772.2228897032
Stanislaus County,2011-11-30,141106.4782605972
Sonoma County,2011-11-30,324757.47308612854
Tulare County,2011-11-30,121192.97581917136
Solano County,2011-11-30,205754.27880388463
Santa Barbara County,2011-11-30,318310.4384680468
Monterey County,2011-11-30,290346.57865457487
Placer County,2011-11-30,288280.5680882826
San Luis Obispo County,2011-11-30,330598.38816662884
Merced County,2011-11-30,119328.65920747684
Santa Cruz County,2011-11-30,425042.8807718304
Marin County,2011-11-30,574787.5495041428
Butte County,2011-11-30,181949.9414558342
Yolo County,2011-11-30,250685.3419413222
El Dorado County,2011-11-30,289263.80739079457
Shasta County,2011-11-30,160914.41043021987
Imperial County,2011-11-30,122707.56803553466
Madera County,2011-11-30,132479.8029713413
Kings County,2011-11-30,144391.24265194384
Napa County,2011-11-30,336927.2891223735
Humboldt County,2011-11-30,251057.8717614532
Nevada County,2011-11-30,275962.357950165
Sutter County,2011-11-30,152914.2375215794
Mendocino County,2011-11-30,244382.55217578053
Yuba County,2011-11-30,129165.23609142446
Lake County,2011-11-30,112550.5111936399
Tehama County,2011-11-30,
San Benito County,2011-11-30,290159.2147077926
Tuolumne County,2011-11-30,
Calaveras County,2011-11-30,183319.22571740023
Siskiyou County,2011-11-30,126454.2854410278
Amador County,2011-11-30,167758.7652984068
Lassen County,2011-11-30,118035.2846283554
Glenn County,2011-11-30,136122.53006133993
Del Norte County,2011-11-30,180154.83122412677
Colusa County,2011-11-30,142179.12887783878
Plumas County,2011-11-30,168298.6298812711
Inyo County,2011-11-30,
Mariposa County,2011-11-30,162027.88706753647
Trinity County,2011-11-30,152531.51966301154
Mono County,2011-11-30,305829.6973152422
Modoc County,2011-11-30,100449.32487595304
Sierra County,2011-11-30,128895.75314275936
Alpine County,2011-11-30,279355.6943114924
Los Angeles County,2011-12-31,350152.18626107974
San Diego County,2011-12-31,336056.1856078028
Orange County,2011-12-31,445959.06970052887
Riverside County,2011-12-31,201067.4513641227
San Bernardino County,2011-12-31,173832.2420929368
Santa Clara County,2011-12-31,525633.3771098406
Alameda County,2011-12-31,398616.5809053564
Sacramento County,2011-12-31,175913.70608059756
Contra Costa County,2011-12-31,292739.5438229717
Fresno County,2011-12-31,138369.9288000353
Kern County,2011-12-31,120129.92124177614
San Francisco County,2011-12-31,583872.8790525896
Ventura County,2011-12-31,394467.1327444287
San Joaquin County,2011-12-31,157629.1660411803
San Mateo County,2011-12-31,582489.0212846982
Stanislaus County,2011-12-31,140665.85511634656
Sonoma County,2011-12-31,321842.2693902028
Tulare County,2011-12-31,120712.62994737612
Solano County,2011-12-31,204030.07422311933
Santa Barbara County,2011-12-31,315795.37412972265
Monterey County,2011-12-31,287578.05111830187
Placer County,2011-12-31,287371.1269859102
San Luis Obispo County,2011-12-31,332167.1697579518
Merced County,2011-12-31,119225.74850559547
Santa Cruz County,2011-12-31,422847.2165011289
Marin County,2011-12-31,572971.5496705336
Butte County,2011-12-31,181449.15545892785
Yolo County,2011-12-31,248729.6388360175
El Dorado County,2011-12-31,288021.25664242165
Shasta County,2011-12-31,160920.2623196264
Imperial County,2011-12-31,123343.79073276186
Madera County,2011-12-31,132456.1834353275
Kings County,2011-12-31,143374.7955728255
Napa County,2011-12-31,336455.77879056777
Humboldt County,2011-12-31,249550.40308001064
Nevada County,2011-12-31,275534.5164661167
Sutter County,2011-12-31,152834.20879113264
Mendocino County,2011-12-31,242999.9024037613
Yuba County,2011-12-31,129232.7865883022
Lake County,2011-12-31,113180.41842219862
Tehama County,2011-12-31,
San Benito County,2011-12-31,288974.13798594195
Tuolumne County,2011-12-31,
Calaveras County,2011-12-31,182990.3122831421
Siskiyou County,2011-12-31,126390.52235327815
Amador County,2011-12-31,167800.07275547428
Lassen County,2011-12-31,118354.21969378588
Glenn County,2011-12-31,136064.4304522442
Del Norte County,2011-12-31,181194.3404552728
Colusa County,2011-12-31,142310.4159983614
Plumas County,2011-12-31,168694.6061716224
Inyo County,2011-12-31,
Mariposa County,2011-12-31,162445.2207717443
Trinity County,2011-12-31,153006.91395044303
Mono County,2011-12-31,305974.2341396787
Modoc County,2011-12-31,99436.00779601945
Sierra County,2011-12-31,128766.48208931588
Alpine County,2011-12-31,280659.88412672473
Los Angeles County,2012-01-31,349714.67586683686
San Diego County,2012-01-31,336362.19542106707
Orange County,2012-01-31,445104.6734898673
Riverside County,2012-01-31,201120.67382976747
San Bernardino County,2012-01-31,173526.7253665051
Santa Clara County,2012-01-31,526789.4405992933
Alameda County,2012-01-31,396211.0210846079
Sacramento County,2012-01-31,175183.3014914034
Contra Costa County,2012-01-31,295587.7679990704
