RegionName,Date,HomePrice
Lassen County,2006-10-31,
Glenn County,2006-10-31,
Del Norte County,2006-10-31,
Colusa County,2006-10-31,
Plumas County,2006-10-31,
Inyo County,2006-10-31,
Mariposa County,2006-10-31,
Trinity County,2006-10-31,
Mono County,2006-10-31,
Modoc County,2006-10-31,
Sierra County,2006-10-31,
Alpine County,2006-10-31,
Los Angeles County,2006-11-30,566475.7067619757
San Diego County,2006-11-30,528726.3778952317
Orange County,2006-11-30,682826.1654454082
Riverside County,2006-11-30,423470.2310008242
San Bernardino County,2006-11-30,381287.51961056376
Santa Clara County,2006-11-30,752702.6922527199
Alameda County,2006-11-30,623993.1009384482
Sacramento County,2006-11-30,378234.181089375
Contra Costa County,2006-11-30,686402.2102596085
Fresno County,2006-11-30,295794.22106039897
Kern County,2006-11-30,268216.2853340752
San Francisco County,2006-11-30,745473.2093750791
Ventura County,2006-11-30,650125.9231965735
San Joaquin County,2006-11-30,437410.133164253
San Mateo County,2006-11-30,819454.8649088783
Stanislaus County,2006-11-30,410841.64638084656
Sonoma County,2006-11-30,573652.4440899383
Tulare County,2006-11-30,242938.28417821656
Solano County,2006-11-30,511019.1619218192
Santa Barbara County,2006-11-30,593106.3668957654
Monterey County,2006-11-30,659933.3605244064
Placer County,2006-11-30,535992.2797757835
San Luis Obispo County,2006-11-30,505274.28122143314
Merced County,2006-11-30,359175.1312816355
Santa Cruz County,2006-11-30,629049.7714348511
Marin County,2006-11-30,842092.3926447192
Butte County,2006-11-30,295474.5352711466
Yolo County,2006-11-30,455953.2133866462
El Dorado County,2006-11-30,515559.20169190224
Shasta County,2006-11-30,262055.32522596628
Imperial County,2006-11-30,207453.7937430866
Madera County,2006-11-30,225920.6407402421
Kings County,2006-11-30,229204.52640509835
Napa County,2006-11-30,588574.9049222668
Humboldt County,2006-11-30,321085.7586670087
Nevada County,2006-11-30,431675.846843929
Sutter County,2006-11-30,251712.8499089568
Mendocino County,2006-11-30,337655.15258589253
Yuba County,2006-11-30,198653.2886475226
Lake County,2006-11-30,
Tehama County,2006-11-30,
San Benito County,2006-11-30,560412.3356548001
Tuolumne County,2006-11-30,
Calaveras County,2006-11-30,277161.728132306
Siskiyou County,2006-11-30,209022.4208524235
Amador County,2006-11-30,282821.7561212569
Lassen County,2006-11-30,
Glenn County,2006-11-30,
Del Norte County,2006-11-30,
Colusa County,2006-11-30,
Plumas County,2006-11-30,
Inyo County,2006-11-30,
Mariposa County,2006-11-30,
Trinity County,2006-11-30,
Mono County,2006-11-30,
Modoc County,2006-11-30,
Sierra County,2006-11-30,
Alpine County,2006-11-30,
Los Angeles County,2006-12-31,567731.8378121682
San Diego County,2006-12-31,527012.3684071666
Orange County,2006-12-31,679700.0332231441
Riverside County,2006-12-31,424067.693746392
San Bernardino County,2006-12-31,380486.1712627064
Santa Clara County,2006-12-31,755430.9045734423
Alameda County,2006-12-31,621673.2626971315
Sacramento County,2006-12-31,372637.12262537074
Contra Costa County,2006-12-31,695368.0773679528
Fresno County,2006-12-31,294360.0004231693
Kern County,2006-12-31,268188.0462560868
San Francisco County,2006-12-31,743316.5222009756
Ventura County,2006-12-31,644307.4591585072
San Joaquin County,2006-12-31,433477.3103623155
San Mateo County,2006-12-31,819027.4240953572
Stanislaus County,2006-12-31,405978.813330563
Sonoma County,2006-12-31,569071.9342322829
Tulare County,2006-12-31,242593.39678570232
Solano County,2006-12-31,506159.9749716823
Santa Barbara County,2006-12-31,585114.7662352073
Monterey County,2006-12-31,654095.1864957782
Placer County,2006-12-31,529943.1047091389
San Luis Obispo County,2006-12-31,500546.5870715186
Merced County,2006-12-31,357660.1390712803
Santa Cruz County,2006-12-31,625616.2035202692
Marin County,2006-12-31,838939.923337346
Butte County,2006-12-31,293884.67827785626
Yolo County,2006-12-31,451016.6356745281
El Dorado County,2006-12-31,511751.8976323816
Shasta County,2006-12-31,260037.26128890508
Imperial County,2006-12-31,206267.5695381402
Madera County,2006-12-31,224797.7782445106
Kings County,2006-12-31,228849.20446447664
Napa County,2006-12-31,585321.3064793342
Humboldt County,2006-12-31,319171.5577666396
Nevada County,2006-12-31,428103.8405665146
Sutter County,2006-12-31,249238.27398118292
Mendocino County,2006-12-31,340398.08225542033
Yuba County,2006-12-31,197042.2407961484
Lake County,2006-12-31,
Tehama County,2006-12-31,
San Benito County,2006-12-31,558687.1575501361
Tuolumne County,2006-12-31,
Calaveras County,2006-12-31,273218.14556531346
Siskiyou County,2006-12-31,208683.4593720214
Amador County,2006-12-31,282046.3308785574
Lassen County,2006-12-31,
Glenn County,2006-12-31,
Del Norte County,2006-12-31,
Colusa County,2006-12-31,
Plumas County,2006-12-31,
Inyo County,2006-12-31,
Mariposa County,2006-12-31,
Trinity County,2006-12-31,
Mono County,2006-12-31,
Modoc County,2006-12-31,
Sierra County,2006-12-31,
Alpine County,2006-12-31,
Los Angeles County,2007-01-31,568435.6596275535
San Diego County,2007-01-31,525546.3074972586
Orange County,2007-01-31,678692.79230024
Riverside County,2007-01-31,423936.8440475839
San Bernardino County,2007-01-31,379922.644789214
Santa Clara County,2007-01-31,756716.112229762
Alameda County,2007-01-31,622748.0521035967
Sacramento County,2007-01-31,368230.6229176014
Contra Costa County,2007-01-31,705583.8070558412
Fresno County,2007-01-31,293559.4790991217
Kern County,2007-01-31,268589.7374230642
San Francisco County,2007-01-31,742184.4255883979
Ventura County,2007-01-31,639019.1253428659
San Joaquin County,2007-01-31,430425.7321545354
San Mateo County,2007-01-31,818612.0825930922
Stanislaus County,2007-01-31,401979.4877925824
Sonoma County,2007-01-31,564914.4229525061
Tulare County,2007-01-31,242459.77262246527
Solano County,2007-01-31,501479.7941959446
Santa Barbara County,2007-01-31,580719.2561898949
Monterey County,2007-01-31,650187.4262878032
Placer County,2007-01-31,524549.6344370545
San Luis Obispo County,2007-01-31,496743.8725102137
Merced County,2007-01-31,354101.830426653
Santa Cruz County,2007-01-31,619094.9831822963
Marin County,2007-01-31,838196.4958949615
Butte County,2007-01-31,293530.69961280446
Yolo County,2007-01-31,445382.9909639584
El Dorado County,2007-01-31,510895.979794408
Shasta County,2007-01-31,257806.28379696188
Imperial County,2007-01-31,204560.3771457336
Madera County,2007-01-31,223700.6690122228
Kings County,2007-01-31,227946.8817088036
Napa County,2007-01-31,583258.9199315676
Humboldt County,2007-01-31,317705.4908506153
Nevada County,2007-01-31,424853.1035514902
Sutter County,2007-01-31,246570.20157012492
Mendocino County,2007-01-31,342880.5478758714
Yuba County,2007-01-31,195554.6902931125
Lake County,2007-01-31,159191.23712865676
Tehama County,2007-01-31,
San Benito County,2007-01-31,556448.6067809929
Tuolumne County,2007-01-31,
Calaveras County,2007-01-31,271674.0932564945
Siskiyou County,2007-01-31,208209.36404763197
Amador County,2007-01-31,281245.86563442927
Lassen County,2007-01-31,187363.12788916013
Glenn County,2007-01-31,
Del Norte County,2007-01-31,
Colusa County,2007-01-31,
Plumas County,2007-01-31,275570.1459846061
Inyo County,2007-01-31,
Mariposa County,2007-01-31,272847.0240737367
Trinity County,2007-01-31,
Mono County,2007-01-31,
Modoc County,2007-01-31,
Sierra County,2007-01-31,
Alpine County,2007-01-31,
Los Angeles County,2007-02-28,568350.8794416372
San Diego County,2007-02-28,523449.7666814071
Orange County,2007-02-28,678448.2092502617
Riverside County,2007-02-28,423870.4173223055
San Bernardino County,2007-02-28,380267.3312273748
Santa Clara County,2007-02-28,758468.463747569
Alameda County,2007-02-28,621972.8564009349
Sacramento County,2007-02-28,364770.9218734452
Contra Costa County,2007-02-28,
Fresno County,2007-02-28,293328.1378897351
Kern County,2007-02-28,267884.43636831926
San Francisco County,2007-02-28,742394.465348309
Ventura County,2007-02-28,635174.4686736455
San Joaquin County,2007-02-28,426990.49371670646
San Mateo County,2007-02-28,821252.9370684829
Stanislaus County,2007-02-28,399742.9632396874
Sonoma County,2007-02-28,560614.3316674619
Tulare County,2007-02-28,242110.8863666385
Solano County,2007-02-28,498237.37880555895
Santa Barbara County,2007-02-28,578366.8961351592
Monterey County,2007-02-28,647221.4174884675
Placer County,2007-02-28,520012.6497995644
San Luis Obispo County,2007-02-28,494324.852288651
Merced County,2007-02-28,351042.5935523721
Santa Cruz County,2007-02-28,615327.5766575065
Marin County,2007-02-28,837542.6085416498
Butte County,2007-02-28,293838.30345989723
Yolo County,2007-02-28,441702.9439313661
El Dorado County,2007-02-28,510000.5524377914
Shasta County,2007-02-28,256599.81718055363
Imperial County,2007-02-28,202675.43435663407
Madera County,2007-02-28,222842.29340292155
Kings County,2007-02-28,227400.05843691048
Napa County,2007-02-28,581752.1611934453
Humboldt County,2007-02-28,317040.28031156416
Nevada County,2007-02-28,422492.1078627684
Sutter County,2007-02-28,243551.0511245761
Mendocino County,2007-02-28,345201.5037603726
Yuba County,2007-02-28,193845.4200769868
Lake County,2007-02-28,158178.71925942544
Tehama County,2007-02-28,
San Benito County,2007-02-28,553854.3245506234
Tuolumne County,2007-02-28,
Calaveras County,2007-02-28,269610.9221076144
Siskiyou County,2007-02-28,207368.7624806041
Amador County,2007-02-28,279825.24358765857
Lassen County,2007-02-28,186581.07990804056
Glenn County,2007-02-28,234604.26308359325
Del Norte County,2007-02-28,293336.45898826205
Colusa County,2007-02-28,238003.2406735361
Plumas County,2007-02-28,274300.4264153194
Inyo County,2007-02-28,
Mariposa County,2007-02-28,271851.6650665596
Trinity County,2007-02-28,
Mono County,2007-02-28,456446.16159692174
Modoc County,2007-02-28,
Sierra County,2007-02-28,
Alpine County,2007-02-28,
Los Angeles County,2007-03-31,567097.7096827877
San Diego County,2007-03-31,518699.7095227914
Orange County,2007-03-31,678323.6432307077
Riverside County,2007-03-31,421999.7644754869
San Bernardino County,2007-03-31,380667.5371229055
Santa Clara County,2007-03-31,759518.8329315679
Alameda County,2007-03-31,621662.8958943734
Sacramento County,2007-03-31,362300.3117924933
Contra Costa County,2007-03-31,675241.9562835355
Fresno County,2007-03-31,291822.8718457152
Kern County,2007-03-31,267144.80337859265
San Francisco County,2007-03-31,746288.8777924153
Ventura County,2007-03-31,632837.6507320562
San Joaquin County,2007-03-31,423387.3013278064
San Mateo County,2007-03-31,822651.3076153774
Stanislaus County,2007-03-31,397333.3254376524
Sonoma County,2007-03-31,557519.5454448458
Tulare County,2007-03-31,241131.56384670665
Solano County,2007-03-31,497091.024592513
Santa Barbara County,2007-03-31,576070.746603483
Monterey County,2007-03-31,646199.9035197482
Placer County,2007-03-31,517523.0118658289
San Luis Obispo County,2007-03-31,493229.31393406383
Merced County,2007-03-31,348387.3133382336
Santa Cruz County,2007-03-31,615745.9738722933
Marin County,2007-03-31,835197.5563592855
Butte County,2007-03-31,292219.66318591643
Yolo County,2007-03-31,440386.0846212511
El Dorado County,2007-03-31,508874.3828758132
Shasta County,2007-03-31,256209.3327220657
Imperial County,2007-03-31,201705.8947280172
Madera County,2007-03-31,221442.55661918293
Kings County,2007-03-31,227369.60131178843
Napa County,2007-03-31,580590.0603743234
Humboldt County,2007-03-31,316960.6100138884
Nevada County,2007-03-31,421647.2370205325
Sutter County,2007-03-31,240611.13936359735
Mendocino County,2007-03-31,348028.3590213047
Yuba County,2007-03-31,191635.67210896825
Lake County,2007-03-31,157832.0037766573
Tehama County,2007-03-31,
San Benito County,2007-03-31,550721.1415789755
Tuolumne County,2007-03-31,
Calaveras County,2007-03-31,268975.78115886595
Siskiyou County,2007-03-31,206135.77598166373
Amador County,2007-03-31,278042.7298927279
Lassen County,2007-03-31,185844.31279378128
Glenn County,2007-03-31,233580.271852903
Del Norte County,2007-03-31,293567.0068667275
Colusa County,2007-03-31,237397.17501095624
Plumas County,2007-03-31,273404.05874778813
Inyo County,2007-03-31,
Mariposa County,2007-03-31,270833.93624676793
Trinity County,2007-03-31,
Mono County,2007-03-31,454804.6708843059
Modoc County,2007-03-31,
Sierra County,2007-03-31,
Alpine County,2007-03-31,
Los Angeles County,2007-04-30,566230.8418250042
San Diego County,2007-04-30,513317.9655024186
Orange County,2007-04-30,674532.0643550433
Riverside County,2007-04-30,418767.4821864749
San Bernardino County,2007-04-30,380697.17304910376
Santa Clara County,2007-04-30,760616.4206208764
Alameda County,2007-04-30,618924.4412052725
Sacramento County,2007-04-30,360216.2483574894
Contra Costa County,2007-04-30,654215.6084842185
Fresno County,2007-04-30,290039.2806832975
Kern County,2007-04-30,266394.62931742705
San Francisco County,2007-04-30,753868.5139867008
Ventura County,2007-04-30,629866.9538565095
San Joaquin County,2007-04-30,419055.7848315854
San Mateo County,2007-04-30,824688.7659958918
Stanislaus County,2007-04-30,394144.55987781705
Sonoma County,2007-04-30,554007.380520715
Tulare County,2007-04-30,239983.7277179774
Solano County,2007-04-30,497414.0869557707
Santa Barbara County,2007-04-30,574267.0424604188
Monterey County,2007-04-30,640872.7488389249
Placer County,2007-04-30,515839.3581310909
San Luis Obispo County,2007-04-30,491757.2733181971
Merced County,2007-04-30,345288.884861177
Santa Cruz County,2007-04-30,618728.1486326088
Marin County,2007-04-30,830261.0761118922
Butte County,2007-04-30,290069.46165423724
Yolo County,2007-04-30,440013.9297463942
El Dorado County,2007-04-30,506071.6742629584
Shasta County,2007-04-30,255804.34582932256
Imperial County,2007-04-30,201119.91534510136
Madera County,2007-04-30,219910.53371100617
Kings County,2007-04-30,227812.0706683423
Napa County,2007-04-30,577934.5259081685
Humboldt County,2007-04-30,316159.0241240182
Nevada County,2007-04-30,421647.7708926625
Sutter County,2007-04-30,237191.1619235994
Mendocino County,2007-04-30,349777.81072478136
Yuba County,2007-04-30,189103.2808747437
Lake County,2007-04-30,156735.21492210907
Tehama County,2007-04-30,
San Benito County,2007-04-30,547176.7280654651
Tuolumne County,2007-04-30,
Calaveras County,2007-04-30,268941.0123428369
Siskiyou County,2007-04-30,204650.4593297566
Amador County,2007-04-30,276021.6493710541
Lassen County,2007-04-30,184504.4721784088
Glenn County,2007-04-30,232939.66964440807
Del Norte County,2007-04-30,293649.34392828547
Colusa County,2007-04-30,236840.7944869247
Plumas County,2007-04-30,271318.70949125715
Inyo County,2007-04-30,
Mariposa County,2007-04-30,268629.58543810307
Trinity County,2007-04-30,218687.2391601143
Mono County,2007-04-30,453456.9647744016
Modoc County,2007-04-30,
Sierra County,2007-04-30,
Alpine County,2007-04-30,430025.8528662434
Los Angeles County,2007-05-31,564010.3928213589
San Diego County,2007-05-31,507390.75879990496
Orange County,2007-05-31,669209.3623877283
Riverside County,2007-05-31,413751.2468320159
San Bernardino County,2007-05-31,379277.07949708187
Santa Clara County,2007-05-31,760566.5468038138
Alameda County,2007-05-31,614995.0732854273
Sacramento County,2007-05-31,356492.3454476109
Contra Costa County,2007-05-31,642294.9274225653
Fresno County,2007-05-31,286915.25748264854
Kern County,2007-05-31,265280.95663281064
San Francisco County,2007-05-31,760611.216872835
Ventura County,2007-05-31,625643.1539587845
San Joaquin County,2007-05-31,415180.5342670803
San Mateo County,2007-05-31,825715.6399898274
Stanislaus County,2007-05-31,387951.6036977263
Sonoma County,2007-05-31,551661.1561244243
Tulare County,2007-05-31,237348.29858587915
Solano County,2007-05-31,493757.05588466354
Santa Barbara County,2007-05-31,569513.3187404637
Monterey County,2007-05-31,633530.1745890295
Placer County,2007-05-31,514105.5920042321
San Luis Obispo County,2007-05-31,491564.4140210322
Merced County,2007-05-31,340107.94227826124
Santa Cruz County,2007-05-31,621987.2250249
Marin County,2007-05-31,828954.060466161
Butte County,2007-05-31,288276.1399490368
Yolo County,2007-05-31,438039.0312231172
El Dorado County,2007-05-31,501560.179851048
Shasta County,2007-05-31,253734.7178536016
Imperial County,2007-05-31,200720.0729272474
Madera County,2007-05-31,217560.08817051156
Kings County,2007-05-31,227772.15446524383
Napa County,2007-05-31,575047.0589129975
Humboldt County,2007-05-31,314869.5160469758
Nevada County,2007-05-31,420229.7189210108
Sutter County,2007-05-31,234381.80059424823
Mendocino County,2007-05-31,349932.5419648055
Yuba County,2007-05-31,185887.2223591395
Lake County,2007-05-31,155664.61326671217
Tehama County,2007-05-31,
San Benito County,2007-05-31,542182.0411080262
Tuolumne County,2007-05-31,
Calaveras County,2007-05-31,270154.38917853514
Siskiyou County,2007-05-31,202700.3750531964
Amador County,2007-05-31,273554.1466831872
Lassen County,2007-05-31,182733.01881105316
Glenn County,2007-05-31,230988.42258687105
Del Norte County,2007-05-31,292656.6717469122
Colusa County,2007-05-31,235149.7537422765
Plumas County,2007-05-31,269008.5548837939
Inyo County,2007-05-31,
Mariposa County,2007-05-31,265711.88767430634
Trinity County,2007-05-31,217136.5872057972
Mono County,2007-05-31,450216.13363676943
Modoc County,2007-05-31,156304.1356376163
Sierra County,2007-05-31,
Alpine County,2007-05-31,427419.3318342879
Los Angeles County,2007-06-30,561316.3279492562
San Diego County,2007-06-30,502897.17289332784
Orange County,2007-06-30,664277.9110274891
Riverside County,2007-06-30,407959.12825907295
San Bernardino County,2007-06-30,377497.429439602
Santa Clara County,2007-06-30,757445.4342383953
Alameda County,2007-06-30,610201.6417519675
Sacramento County,2007-06-30,351483.0097693396
Contra Costa County,2007-06-30,632390.7489424039
Fresno County,2007-06-30,284232.6754278814
Kern County,2007-06-30,263437.36443169246
San Francisco County,2007-06-30,764430.5560810772
Ventura County,2007-06-30,620396.2690096776
San Joaquin County,2007-06-30,408241.6909802449
San Mateo County,2007-06-30,826671.7680481501
Stanislaus County,2007-06-30,381606.4000721557
Sonoma County,2007-06-30,549665.6981771955
Tulare County,2007-06-30,235341.78159767727
Solano County,2007-06-30,487655.6642263375
Santa Barbara County,2007-06-30,563347.8386587849
Monterey County,2007-06-30,627185.8871329309
Placer County,2007-06-30,511299.0960815111
San Luis Obispo County,2007-06-30,490612.3829607658
Merced County,2007-06-30,332529.62874783087
Santa Cruz County,2007-06-30,622152.6724663326
Marin County,2007-06-30,830710.5716980183
Butte County,2007-06-30,287073.21752973954
Yolo County,2007-06-30,435346.884274071
El Dorado County,2007-06-30,496976.32869518007
Shasta County,2007-06-30,250821.8118879185
Imperial County,2007-06-30,199348.86555780508
Madera County,2007-06-30,215560.6772654029
Kings County,2007-06-30,226773.83049037692
Napa County,2007-06-30,571548.2250951179
Humboldt County,2007-06-30,313697.4034360787
Nevada County,2007-06-30,417329.5423131331
Sutter County,2007-06-30,231721.98075127407
Mendocino County,2007-06-30,350552.464207971
Yuba County,2007-06-30,185059.13165654516
Lake County,2007-06-30,157085.58441260853
Tehama County,2007-06-30,
San Benito County,2007-06-30,535949.0615732707
Tuolumne County,2007-06-30,
Calaveras County,2007-06-30,269455.5245553108
Siskiyou County,2007-06-30,200441.08710706225
Amador County,2007-06-30,270560.14220048813
Lassen County,2007-06-30,180668.7314606973
Glenn County,2007-06-30,228692.7885311273
Del Norte County,2007-06-30,290206.9545264903
Colusa County,2007-06-30,232815.9653089894
Plumas County,2007-06-30,265959.1486236563
Inyo County,2007-06-30,
Mariposa County,2007-06-30,262411.2522528051
Trinity County,2007-06-30,216084.80954679145
Mono County,2007-06-30,445872.86585563695
Modoc County,2007-06-30,155327.72687965425
Sierra County,2007-06-30,
Alpine County,2007-06-30,424738.4684581236
Los Angeles County,2007-07-31,556920.2695925526
San Diego County,2007-07-31,498148.17773307697
Orange County,2007-07-31,657017.5835801364
Riverside County,2007-07-31,403245.83006518456
San Bernardino County,2007-07-31,373456.8761742674
Santa Clara County,2007-07-31,755191.0640107024
Alameda County,2007-07-31,606584.502548979
Sacramento County,2007-07-31,345969.38190127007
Contra Costa County,2007-07-31,622819.8660464636
Fresno County,2007-07-31,281457.11246153223
Kern County,2007-07-31,259871.88821110595
San Francisco County,2007-07-31,764852.6996454039
Ventura County,2007-07-31,612441.3968721885
San Joaquin County,2007-07-31,399377.3331137687
San Mateo County,2007-07-31,826488.4162133228
Stanislaus County,2007-07-31,375504.6104919487
Sonoma County,2007-07-31,546852.7893428275
Tulare County,2007-07-31,232181.9619084356
Solano County,2007-07-31,480860.4851253909
Santa Barbara County,2007-07-31,556162.4597681324
Monterey County,2007-07-31,621186.3809967381
Placer County,2007-07-31,506794.3648004169
San Luis Obispo County,2007-07-31,488745.3669294443
Merced County,2007-07-31,322569.7570638291
Santa Cruz County,2007-07-31,622457.5290332249
Marin County,2007-07-31,834234.0432525297
Butte County,2007-07-31,285986.7807041996
Yolo County,2007-07-31,430103.1814971183
El Dorado County,2007-07-31,492892.780647678
Shasta County,2007-07-31,247470.15483572017
Imperial County,2007-07-31,197293.633777521
Madera County,2007-07-31,212975.86497035297
Kings County,2007-07-31,224778.15092845028
Napa County,2007-07-31,568226.9184506492
Humboldt County,2007-07-31,313974.1435876148
Nevada County,2007-07-31,415434.9973175132
Sutter County,2007-07-31,229110.659958246
Mendocino County,2007-07-31,352632.2704833849
Yuba County,2007-07-31,187395.2620320312
Lake County,2007-07-31,159581.27038931192
Tehama County,2007-07-31,
San Benito County,2007-07-31,528190.7419692286
Tuolumne County,2007-07-31,
Calaveras County,2007-07-31,266562.71332394186
Siskiyou County,2007-07-31,197840.5093007678
Amador County,2007-07-31,267101.0889901932
Lassen County,2007-07-31,178240.24938037293
Glenn County,2007-07-31,225875.69509344475
Del Norte County,2007-07-31,286402.38428666425
Colusa County,2007-07-31,230130.2937080332
Plumas County,2007-07-31,262692.2716592482
Inyo County,2007-07-31,
Mariposa County,2007-07-31,259041.608976351
Trinity County,2007-07-31,213574.37325206012
Mono County,2007-07-31,440578.9925987574
Modoc County,2007-07-31,154508.84645780738
Sierra County,2007-07-31,
Alpine County,2007-07-31,419601.9214562466
Los Angeles County,2007-08-31,552163.9336966024
San Diego County,2007-08-31,494685.9208797198
Orange County,2007-08-31,648288.4990286881
Riverside County,2007-08-31,397223.2632159023
San Bernardino County,2007-08-31,368511.83226418885
Santa Clara County,2007-08-31,753767.4406178097
Alameda County,2007-08-31,603419.5994480028
Sacramento County,2007-08-31,340737.9303492021
Contra Costa County,2007-08-31,615335.2660186471
Fresno County,2007-08-31,279582.3683997639
Kern County,2007-08-31,256086.33140311632
San Francisco County,2007-08-31,765347.1617369816
Ventura County,2007-08-31,605792.96041481
San Joaquin County,2007-08-31,388140.3654182879
San Mateo County,2007-08-31,824324.4432298023
Stanislaus County,2007-08-31,367957.8037377104
Sonoma County,2007-08-31,542607.0985866031
Tulare County,2007-08-31,228983.0655606377
Solano County,2007-08-31,474967.5035255795
Santa Barbara County,2007-08-31,551071.7799144102
Monterey County,2007-08-31,611579.8207869935
Placer County,2007-08-31,501350.9311533027
San Luis Obispo County,2007-08-31,486045.9782122344
Merced County,2007-08-31,311805.5303752874
Santa Cruz County,2007-08-31,620084.6254591147
Marin County,2007-08-31,839117.962690583
Butte County,2007-08-31,284813.48069743015
Yolo County,2007-08-31,424773.93183905695
El Dorado County,2007-08-31,489005.5237146345
Shasta County,2007-08-31,245934.60604187127
Imperial County,2007-08-31,195188.72552411395
Madera County,2007-08-31,210189.05481697732
Kings County,2007-08-31,223001.6195963192
Napa County,2007-08-31,564530.1873626778
Humboldt County,2007-08-31,314838.7300211289
Nevada County,2007-08-31,414871.2304982951
Sutter County,2007-08-31,225702.1047670397
Mendocino County,2007-08-31,355616.521221176
Yuba County,2007-08-31,190775.65188052776
Lake County,2007-08-31,163014.3721508611
Tehama County,2007-08-31,
San Benito County,2007-08-31,520216.6680786843
Tuolumne County,2007-08-31,
Calaveras County,2007-08-31,262698.06650714314
Siskiyou County,2007-08-31,195360.97440526527
Amador County,2007-08-31,263584.21967009467
Lassen County,2007-08-31,176083.92137436676
Glenn County,2007-08-31,223046.48711005432
Del Norte County,2007-08-31,282373.6984956134
Colusa County,2007-08-31,227232.35418320264
Plumas County,2007-08-31,259064.79739155303
Inyo County,2007-08-31,
Mariposa County,2007-08-31,256010.7335435374
Trinity County,2007-08-31,211379.88598099796
Mono County,2007-08-31,434318.6580232261
Modoc County,2007-08-31,152732.75007667913
Sierra County,2007-08-31,183532.67355075077
Alpine County,2007-08-31,414107.2738726411
Los Angeles County,2007-09-30,547022.6810044061
San Diego County,2007-09-30,490567.60561582976
Orange County,2007-09-30,636617.793040991
Riverside County,2007-09-30,390328.91949352593
San Bernardino County,2007-09-30,362821.2208321936
Santa Clara County,2007-09-30,752252.5754540026
Alameda County,2007-09-30,599602.0014465819
Sacramento County,2007-09-30,335936.4462200401
Contra Costa County,2007-09-30,608515.0894999305
Fresno County,2007-09-30,276711.1486029849
Kern County,2007-09-30,251939.5073397525
San Francisco County,2007-09-30,765411.7093221112
Ventura County,2007-09-30,595613.1564979145
San Joaquin County,2007-09-30,377092.148932405
San Mateo County,2007-09-30,822239.563630293
Stanislaus County,2007-09-30,359631.98712376953
Sonoma County,2007-09-30,536394.2966011564
Tulare County,2007-09-30,225204.2384311056
Solano County,2007-09-30,470195.4776501092
Santa Barbara County,2007-09-30,543549.7430766504
Monterey County,2007-09-30,599781.239157702
Placer County,2007-09-30,495562.4918526404
San Luis Obispo County,2007-09-30,483546.81635503983
Merced County,2007-09-30,303430.1662254134
Santa Cruz County,2007-09-30,617852.2303162996
Marin County,2007-09-30,841125.6293958995
Butte County,2007-09-30,284352.5039821833
Yolo County,2007-09-30,418930.2150162291
El Dorado County,2007-09-30,486196.9842986303
Shasta County,2007-09-30,245865.30781861383
Imperial County,2007-09-30,193391.75985206172
Madera County,2007-09-30,207358.31212442348
Kings County,2007-09-30,221331.88377922005
Napa County,2007-09-30,562791.4510281165
Humboldt County,2007-09-30,316187.2276332145
Nevada County,2007-09-30,415252.8438255196
Sutter County,2007-09-30,222502.3973083188
Mendocino County,2007-09-30,356662.81365810777
Yuba County,2007-09-30,192764.41755777493
Lake County,2007-09-30,164010.0457577497
Tehama County,2007-09-30,
San Benito County,2007-09-30,512266.4521194532
Tuolumne County,2007-09-30,
Calaveras County,2007-09-30,260005.7500051048
Siskiyou County,2007-09-30,192843.5906901781
Amador County,2007-09-30,259877.75640233108
Lassen County,2007-09-30,173928.66575911804
Glenn County,2007-09-30,220230.06223648656
Del Norte County,2007-09-30,278705.4628882716
Colusa County,2007-09-30,224240.7390542461
Plumas County,2007-09-30,255391.039110234
Inyo County,2007-09-30,
Mariposa County,2007-09-30,252869.51735278612
Trinity County,2007-09-30,209001.8584720544
Mono County,2007-09-30,427898.18234671775
Modoc County,2007-09-30,150822.24468257462
Sierra County,2007-09-30,182437.4059649204
Alpine County,2007-09-30,408861.8315668492
Los Angeles County,2007-10-31,541026.2012343107
San Diego County,2007-10-31,486278.281394136
Orange County,2007-10-31,627011.0201857855
Riverside County,2007-10-31,382884.1159415064
San Bernardino County,2007-10-31,357029.5983863685
Santa Clara County,2007-10-31,748333.7256390974
Alameda County,2007-10-31,590559.2462361613
Sacramento County,2007-10-31,329346.2986424889
Contra Costa County,2007-10-31,601349.6004115887
Fresno County,2007-10-31,273296.0710881798
Kern County,2007-10-31,247977.2042637831
San Francisco County,2007-10-31,765419.5031265741
Ventura County,2007-10-31,588025.8300660468
San Joaquin County,2007-10-31,366607.89631809806
San Mateo County,2007-10-31,822673.684116227
Stanislaus County,2007-10-31,349908.17190657184
Sonoma County,2007-10-31,531043.8246856205
Tulare County,2007-10-31,222395.19549705807
Solano County,2007-10-31,465563.3157735912
Santa Barbara County,2007-10-31,536996.8440429772
Monterey County,2007-10-31,588040.9514610809
Placer County,2007-10-31,491027.3431498357
San Luis Obispo County,2007-10-31,480083.80306540086
Merced County,2007-10-31,296423.50769011845
Santa Cruz County,2007-10-31,615105.9533424616
Marin County,2007-10-31,842811.4089469463
Butte County,2007-10-31,284390.6177943592
Yolo County,2007-10-31,415816.85263683787
El Dorado County,2007-10-31,482886.4146250345
Shasta County,2007-10-31,245795.08031022965
Imperial County,2007-10-31,192151.09173606583
Madera County,2007-10-31,204530.0608019988
Kings County,2007-10-31,219990.53801266933
Napa County,2007-10-31,558343.765955425
Humboldt County,2007-10-31,316553.7402073773
